utr_id	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr5p8	utr5p7m8	utr5p7A1	utr5p6	utr5po6	utr5p6A1	orf8	orf7m8	orf7A1	orf6	orfo6	orf6A1	utr8C	utr8G	utr8T	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1	utr5
FBgn0038827	0.109	0.481	4437	0.34	97	0.321	53	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038829	0.208	0.591	846	0.526	137	0.369	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0038830	0.112	0.496	450	0.319	144	0.355	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0038832	0.325	0.498	2178	0.378	193	0.415	352	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0038834	-0.232	0.602	399	0.447	123	0.303	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038842	-0.333	0.544	1338	0.407	135	0.406	212	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FBgn0038852	-0.807	0.598	972	0.457	243	0.404	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038854	0.046	0.512	2925	0.432	146	0.32	100	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038855	0.265	0.555	1641	0.385	78	0.34	97	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038857	-0.14	0.52	861	0.403	72	0.328	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038858	-0.368	0.528	663	0.422	230	0.421	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0038860	0.291	0.521	2055	0.316	228	0.378	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038861	-0.214	0.537	963	0.339	56	0.105	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038862	-0.07	0.533	2691	0.43	149	0.368	364	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0038865	-0.463	0.529	1665	0.526	38	0.211	152	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038868	0.273	0.596	930	0.432	81	0.278	79	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038869	-0.703	0.549	1182	0.482	83	0.187	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038870	0.321	0.545	3060	0.434	145	0.402	204	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038871	0.626	0.53	615	0.294	51	0.512	2153	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
FBgn0038872	0.391	0.575	3795	0.482	166	0.396	687	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038876	-0.579	0.56	771	0.422	90	0.35	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038877	-0.853	0.557	960	0.439	287	0.416	877	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
FBgn0038881	0.099	0.564	3327	0.495	1107	0.371	2754	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
FBgn0038890	-0.581	0.511	3429	0.406	128	0.314	1002	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
FBgn0038893	0.033	0.512	471	0.37	108	0.403	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
FBgn0038903	-1.099	0.515	363	0.358	81	0.349	86	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038912	0.013	0.51	1188	0.406	197	0.318	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0038922	-0.083	0.57	1113	0.45	151	0.374	597	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0038923	-0.392	0.559	537	0.358	81	0.256	133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038924	-0.338	0.549	882	0.451	102	0.271	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038925	0.043	0.585	846	0.397	350	0.394	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038927	0.036	0.557	1731	0.376	205	0.329	76	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038928	-1.534	0.532	720	0.407	108	0.319	335	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
FBgn0038947	0.099	0.553	582	0.495	461	0.342	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038948	-0.476	0.609	1326	0.539	76	0.452	188	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
FBgn0038950	-0.047	0.59	900	0.429	170	0.379	95	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038951	-0.92	0.54	882	0.4	85	0.237	135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038953	-1.115	0.46	3411	0.402	112	0.211	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0038961	0.02	0.503	1695	0.468	77	0.231	104	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038964	-0.168	0.529	1491	0.384	112	0.343	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038965	0.052	0.553	660	0.444	428	0.387	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FBgn0038966	-0.157	0.524	822	0.402	239	0.325	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038968	0.361	0.478	6180	0.182	55	0.268	149	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038972	-0.221	0.543	540	0.414	290	0.349	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038974	-0.562	0.556	837	0.423	175	0.278	241	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038976	0.263	0.548	507	0.388	255	0.364	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0038981	-0.067	0.574	1212	0.484	479	0.37	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0038984	-0.169	0.544	1335	0.462	234	0.358	730	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0038989	0.201	0.549	1071	0.3	90	0.37	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0039003	-0.194	0.536	2562	0.357	84	0.16	25	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0039004	0.316	0.503	3603	0.366	93	0.304	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039006	-0.274	0.493	1548	0.338	77	0.231	247	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039013	-0.248	0.597	1197	0.469	145	0.386	189	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039016	0.319	0.533	6750	0.459	61	0.275	102	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
FBgn0039017	-0.678	0.477	1506	0.365	167	0.274	84	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039019	-0.017	0.581	714	0.32	97	0.457	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039020	-1.101	0.552	972	0.411	73	0.333	54	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039044	-0.524	0.515	1488	0.419	74	0.351	308	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0039045	-0.137	0.521	1194	0.473	188	0.381	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039049	0.109	0.531	1206	0.561	41	0.469	1664	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
FBgn0039055	-0.126	0.522	2421	0.494	393	0.341	659	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039056	-0.086	0.543	2487	0.512	389	0.357	588	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039065	0.032	0.457	1275	0.379	253	0.201	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039066	0.42	0.527	1932	0.436	314	0.363	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039067	0.4	0.526	2232	0.545	88	0.295	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0039068	-0.035	0.513	705	0.567	30	0.379	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039108	0.113	0.442	1530	0.318	201	0.308	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039109	-0.36	0.571	855	0.48	589	0.368	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039110	0.26	0.597	1350	0.365	115	0.275	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039111	-0.431	0.529	603	0.466	178	0.35	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0039112	-0.156	0.597	549	0.396	106	0.36	239	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039113	-1.667	0.523	1860	0.386	158	0.291	244	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
FBgn0039114	-0.014	0.544	1296	0.48	75	0.273	139	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039115	0.176	0.491	636	0.367	90	0.295	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039116	0.062	0.505	765	0.411	90	0.425	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039117	0.006	0.518	3594	0.34	97	0.474	641	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
FBgn0039118	-0.758	0.58	831	0.432	95	0.362	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039120	0.184	0.533	5883	0.451	457	0.292	284	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0039125	-0.083	0.534	1737	0.421	145	0.312	96	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039126	-0.122	0.556	834	0.197	66	0.351	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039128	0.217	0.481	888	0.338	74	0.299	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039129	-2.52	0.53	468	0.377	69	0.256	129	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
FBgn0039130	-2.476	0.526	1116	0.435	115	0.375	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039132	-0.657	0.483	474	0.393	145	0.375	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039135	-0.143	0.51	702	0.345	84	0.319	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039136	0.079	0.575	732	0.501	645	0.394	579	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FBgn0039139	-0.248	0.538	1827	0.375	40	0.308	104	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039140	-0.161	0.541	2022	0.492	1237	0.38	532	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039141	0.23	0.57	2277	0.49	294	0.358	1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039145	0.502	0.516	465	0.298	104	0.308	133	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039149	-0.474	0.513	435	0.448	29	0.283	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039150	-0.065	0.546	2010	0.433	67	0.381	97	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
FBgn0039153	-0.102	0.474	1551	0.375	72	0.362	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039155	-1.593	0.544	1578	0.505	297	0.339	118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039156	0.083	0.515	1635	0.47	264	0.33	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039158	0.136	0.472	921	0.397	63	0.46	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039159	-0.298	0.534	498	0.467	60	0.286	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039160	-0.166	0.544	990	0.431	109	0.346	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039163	0.188	0.531	735	0.39	305	0.291	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039165	0.243	0.482	2712	0.29	69	0.138	29	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039169	-0.547	0.564	2958	0.434	279	0.352	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039172	0.325	0.541	540	0.397	78	0.336	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0039175	-0.234	0.556	1770	0.405	126	0.203	64	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039182	-0.034	0.505	4293	0.379	95	0.325	234	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
FBgn0039183	-0.007	0.535	2949	0.5	60	0.349	579	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039186	0.632	0.624	1443	0.451	317	0.285	2816	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FBgn0039187	0.053	0.525	4710	0.5	126	0.343	463	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
FBgn0039188	0.104	0.534	1551	0.339	62	0.303	201	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039189	-0.099	0.534	1482	0.423	78	0.302	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039204	0.206	0.582	1221	0.485	130	0.436	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039205	-0.287	0.557	420	0.315	257	0.208	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039207	-0.123	0.522	4209	0.466	264	0.317	715	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
FBgn0039210	0.006	0.542	1944	0.3	80	0.386	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039212	0.179	0.569	1188	0.36	89	0.285	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0039213	0.292	0.574	1626	0.448	574	0.395	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039214	-0.131	0.549	11793	0.541	357	0.38	1134	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1
FBgn0039215	-0.032	0.579	2886	0.516	124	0.356	160	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039218	-0.063	0.515	204	0.336	107	0.351	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039219	-0.478	0.561	1125	0.398	83	0.333	93	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0039223	0.097	0.574	1020	0.551	287	0.404	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039226	-0.549	0.551	951	0.472	72	0.344	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039227	0.331	0.522	4965	0.368	87	0.388	67	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039229	0.149	0.57	2787	0.333	153	0.38	184	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039233	-0.115	0.551	543	0.364	88	0.299	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039234	0.217	0.496	2100	0.5	48	0.29	483	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039240	-0.283	0.553	3309	0.479	664	0.316	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0039241	-1.253	0.575	1773	0.418	134	0.293	365	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0
FBgn0039249	0.301	0.527	2592	0.45	189	0.352	199	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039250	0.135	0.494	2265	0.323	99	0.313	147	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039252	0.249	0.559	2193	0.488	123	0.387	537	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039254	-0.86	0.535	1170	0.381	21	0.385	96	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039258	0.172	0.543	969	0.465	114	0.438	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039259	-0.764	0.535	342	0.294	85	0.306	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039260	-0.035	0.504	2847	0.389	113	0.46	350	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039261	0.401	0.511	2103	0.34	156	0.307	706	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039265	-0.064	0.493	909	0.525	80	0.19	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039266	-0.237	0.52	546	0.428	921	0.333	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039269	-0.149	0.499	741	0.299	77	0.301	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039270	-0.182	0.532	696	0.264	87	0.294	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039271	0.377	0.473	765	0.342	38	0.182	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039273	-0.153	0.452	1089	0.374	246	0.292	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039274	0.488	0.456	897	0.25	60	0.218	55	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039280	0.132	0.459	1104	0.483	296	0.1	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0039291	-0.12	0.468	534	0.34	50	0.275	218	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039293	-0.216	0.483	1872	0.389	113	0.357	378	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039296	0.335	0.534	1290	0.386	132	0.306	409	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0039300	0.083	0.612	255	0.434	76	0.372	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039301	-0.04	0.578	963	0.282	124	0.077	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039302	0.017	0.512	8157	0.424	283	0.31	113	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039303	0.212	0.56	798	0.464	466	0.304	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039304	-1.307	0.527	1011	0.418	98	0.311	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039305	-0.226	0.547	393	0.348	69	0.194	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039306	-0.034	0.504	1617	0.365	63	0.197	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039321	0.313	0.513	1278	0.353	218	0.357	98	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039328	-0.186	0.443	1230	0.386	57	0.301	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039335	-0.12	0.503	1923	0.5	26	0.246	142	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039336	0.547	0.54	1092	0.339	62	0.238	126	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039337	-0.492	0.588	570	0.384	99	0.297	74	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039338	0.253	0.543	3936	0.429	233	0.325	388	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0039339	-0.079	0.538	1581	0.436	257	0.308	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039341	-0.748	0.559	1572	0.469	98	0.316	133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039348	0.092	0.552	1959	0.53	166	0.357	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039349	0.243	0.561	1530	0.443	219	0.417	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039350	0.04	0.545	1011	0.447	421	0.343	350	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039356	-1.152	0.524	336	0.436	94	0.422	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0039357	0.381	0.537	894	0.406	64	0.379	124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039358	-0.166	0.552	1209	0.434	122	0.335	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039359	0.12	0.559	408	0.43	107	0.328	472	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0
FBgn0039360	0.246	0.555	969	0.379	319	0.289	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039379	0.369	0.53	1548	0.267	101	0.396	245	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
FBgn0039381	0.186	0.566	1269	0.462	649	0.319	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0039385	0.145	0.556	1365	0.467	75	0.38	92	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039402	0.002	0.585	771	0.354	96	0.336	381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0039403	-0.029	0.54	687	0.268	56	0.267	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039404	-0.208	0.543	588	0.407	27	0.333	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039406	0.189	0.601	489	0.362	58	0.297	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039407	0.464	0.543	954	0.286	84	0.258	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039417	0.245	0.512	1110	0.333	90	0.335	364	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FBgn0039427	-0.052	0.554	495	0.427	131	0.371	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0039430	-0.12	0.541	2067	0.521	217	0.323	606	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0039449	-0.068	0.57	1122	0.36	125	0.391	854	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
FBgn0039450	-0.015	0.555	1209	0.355	107	0.408	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0039451	-0.146	0.602	2730	0.554	504	0.375	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
